,Unnamed: 0,name,Pros,Cons
483,483,Kohl's,The people are great and will go to the ends of the earth to help you (in 972 reviews)<br/>The coworkers are great and easy to work with they try to help you out when you first start with everything (in 817 reviews)<br/>Definitely the fact that the hours are flexible and you are working in a team oriented environment. (in 784 reviews)<br/>good benefits and not always busy (in 526 reviews)<br/>Flexible schedule and felt good to help customers. (in 451 reviews),Low pay and messy store at times which means you are constantly hanging clothes up. (in 1529 reviews)<br/>Poor management of getting employees to take on the next needed jobs at the company before they are furloughed. (in 1000 reviews)<br/>Managers were rude and mean and I head several stories from recent employees that they had been throwing customers belongings. (in 662 reviews)<br/>There is no training other than videos you are expected to watch and thereby learn what your job should entail. (in 340 reviews)<br/>Not much above minimum wage (in 136 reviews)
484,484,BlackRock,People are smart and great to work with (in 417 reviews)<br/>Culture is great very friendly (in 386 reviews)<br/>good work / life balance (in 247 reviews)<br/>Good benefits and always trying to improve. (in 244 reviews)<br/>Smart colleagues with a good work environemnt and flat hiearcy structure allowing you to contact people at any level (in 89 reviews),Long hours and not much help (in 155 reviews)<br/>Inefficient organization and poor management at the group level (in 120 reviews)<br/>Low pay and blackrock discount common (in 117 reviews)<br/>low salary and bonus. (in 105 reviews)<br/>Majority of middle managers have very poor industry expertise and desperately suffer from imposter syndrome. (in 80 reviews)
486,486,Lear,good benefits are offered by teh company (in 78 reviews)<br/>Good pay and a lot of extra hours(if your into that kind of thing) (in 71 reviews)<br/>Great co workers and people to meet (in 66 reviews)<br/>Good Work life balance (in 41 reviews)<br/>Good culture<br/>learn is more<br/> (in 28 reviews),Poor Management and not helpful to each other (in 70 reviews)<br/>Low salary and it remain lower (in 38 reviews)<br/>long hours and very dusty (in 27 reviews)<br/>Crazy long hours. (in 17 reviews)<br/>Bad Managers. (in 14 reviews)
487,487,Lincoln National,The benefits are great and they offer free financial advisory services and reimburse tuition at 100%. (in 267 reviews)<br/>The people there are great and high energy. (in 118 reviews)<br/>Pay is good and food (in 73 reviews)<br/>Work Life Balance is great (in 64 reviews)<br/>The culture and people at Lincoln are great! (in 55 reviews),Management is poor. (in 71 reviews)<br/>All the managers were terrible in my area. (in 44 reviews)<br/>Poor training<br/>rules & guidlines inconsistencies<br/>poorly staff<br/>no cost of living raise and lots of KARENS! (in 31 reviews)<br/>moving company afraid to adapt and innovate<br/>poor leadership (in 28 reviews)<br/>Upper management can be really condescending and won’t always ask for your side of the story<br/>and just throw you under the bus right in front of the customer. (in 14 reviews)
488,488,Charles Schwab,Benefits are good and fair. (in 434 reviews)<br/>Great people and enjoyed my time even during a virtual envirnoment (in 373 reviews)<br/>Corporate culture is great because people buy in and work towards making everyone financially fit. (in 318 reviews)<br/>Good work life balance and flexibility. (in 215 reviews)<br/>Great training and a fantastic start for someone interested in a career in finance. (in 85 reviews),Low pay; have be on the phones for a while before you can move into another area. (in 185 reviews)<br/>Poor management and team. (in 162 reviews)<br/>Hope to get a good manager as many are puppets and are only looking out for themselves. (in 133 reviews)<br/>Low salary for entry level positions (in 85 reviews)<br/>Management became populated with \'yes\' people who could quickly change loyalties to the new \'senior leadership\' without any regard for self (in 61 reviews)
489,489,Ross Stores,people you work with are great!! an if you are lucky you will have a DM that is really understanding of the retail world (in 354 reviews)<br/>Flexible hours and very family oriented (in 340 reviews)<br/>Some coworkers were great to know and helpful (in 335 reviews)<br/>They have benefits for all full times and they are great but are more for managers since they can afford the full benefits. (in 248 reviews)<br/>Flexible scheduling and always willing to help out with any questions (in 203 reviews),Bad management and very unorganized. (in 591 reviews)<br/>The pay is low and you are not rewarded for working harder than other employees. (in 564 reviews)<br/>Managers are rude and could careless about you they only care about you getting to work. (in 345 reviews)<br/>There\'s practically no training and you\'re often worked past schedule if you\'re closing. (in 149 reviews)<br/>There is no work/life balance (in 129 reviews)
490,490,Mastercard,Good work life balance and if willing to learn new thing you will have ample scope. (in 450 reviews)<br/>Not only are the benefits really good but I don\'t just come to work and do my day job! (in 392 reviews)<br/>Some people are great and helpful (in 293 reviews)<br/>Many companies talk about have a great culture while Mastercard walks the talk on this. (in 281 reviews)<br/>Pay was good and competitive (in 141 reviews),Management is poor (in 105 reviews)<br/>Managers do not follow MC guidelines and proccesses with a \'I am above the policy\' attitude. (in 86 reviews)<br/>Long hours depending on department; such a large company that you may feel like a small fish in a big pond (in 44 reviews)<br/>Procrastinators are abundant within senior management. (in 44 reviews)<br/>no career progression for customer service jobs (in 28 reviews)
491,491,Genuine Parts,Good benefits<br/>profit sharing<br/>insurance<br/>401 retirement and discount on parts purchases. (in 33 reviews)<br/>The software developers I worked alongside were all really great people to work with and gave a lot of support when needed. (in 23 reviews)<br/>My pay was decent! (in 22 reviews)<br/>year company with great culture and diverse workforce that values old (in 11 reviews)<br/>Great Coworkers (in 6 reviews),Management does not care. (in 29 reviews)<br/>The upper Management would not provide feedback frequent enough and would blow up on you for nothing. (in 12 reviews)<br/>Salary was low for hours worked<br/>but when factoring other expenses paid for it wasn’t terrible. (in 7 reviews)<br/>A lot of managers do not hold people accountable for not meeting their deadlines (in 6 reviews)<br/>Long hours (in 6 reviews)
492,492,WestRock,Good to us and good pay (in 211 reviews)<br/>good benefits but very decentralized (in 148 reviews)<br/>Awesome people and great experiences for an intern! (in 132 reviews)<br/>Good salary and lots of overtime. (in 30 reviews)<br/>money was good and hours (in 30 reviews),Management is poor. (in 111 reviews)<br/>No work / life balance (in 68 reviews)<br/>Long hours needed to keep up (in 38 reviews)<br/>Terrible upper management. (in 30 reviews)<br/>Some not all bad managers (in 26 reviews)
493,493,EOG Resources,Great benefits if you can come on as an employee and not contract (in 35 reviews)<br/>Great pay and well managed (in 20 reviews)<br/>Some people are great but that’s few and far between... (in 17 reviews)<br/>Good work life balance (in 7 reviews)<br/>great company culture and people (in 7 reviews),Poor management (in 17 reviews)<br/>existent so some managers are awful to work for)<br/>strange S&E hierarchy<br/>\'perception is reality\' mentality<br/>and often HR is absolutely useless for conflict resolution. (in 7 reviews)<br/>No room for advancement really. (in 5 reviews)<br/>long hours and lots of driving (in 4 reviews)<br/>Must be able to adapt and deal with ever shifting deadlines and a lack of project management. (in 2 reviews)
495,495,Moderna,Good benefits and perks. (in 45 reviews)<br/>great people to work for (in 24 reviews)<br/>Good Pay and all kinds of benefits (in 13 reviews)<br/>Easy<br/>and good culture (in 11 reviews)<br/>You can learn about<br/>everyone who is here to stay is smart<br/>collaborative (in 9 reviews),No work/ life balance (in 14 reviews)<br/>Has potential for getting swamped with work<br/>management also has lots of work to do so sometimes 1on1s are second priority (in 14 reviews)<br/>long hours but that comes with the territory! (in 9 reviews)<br/>Managers often have 6 (in 9 reviews)<br/>Overtly hostile upper management<br/>exploitative labor practices<br/>inane personality conflicts obliterating professionalism<br/>absurd secrecy bordering on paranoia. (in 8 reviews)
